content_names,content_dates,content_hits,content_coms
732,2017-04-25 14:34:24,0,"ㅡ백희원님 제보ㅡ

정문쪽에서 주웠어요~ :] 어디가서 받을수있나요 :] 페메드릴게여 :] 머야 ㅋㅋㅋㅋ 떨굼?"
733,2017-04-25 14:00:49,0,"ㅡ유승민님 제보ㅡ

교양 영어회화 들으시는분들 수요일 몇시 어디서보는지 알수있을까요?ㅜㅜㅜ"
734,2017-04-25 14:00:25,0,"ㅡ익명제보ㅡ

서일인성 1,2교시 김선주 교수님 이번주 시험 10시 맞나요? 그때 들었던 것 같은데 까먹었어요 ㅠㅠ"
735,2017-04-25 14:00:12,0,"ㅡ익명제보ㅡ

동양철학들으시는분 있나요?? :] 김송이 우리 :] 한승지 :] 마자 나듣는뎅.. :] ㄲ깔깔"
736,2017-04-25 13:59:37,0,"ㅡ유희정님 제보ㅡ

여자화장실에서 주웠어요.
주인 01036665646 연락주세요."
737,2017-04-25 13:47:56,5,"ㅡ익명제보ㅡ

 위드미 알바생 남자분 정말 친절하세요ㅠㅠㅠㅠ  기분좋은 하루 보내세요 ?"
738,2017-04-25 13:47:31,0,"ㅡ익명제보ㅡ

수요일 1,2교시 강필선교수님 서일인성교육 교양 시험 시간 몇시부터인지 알 수 있을까욤?? :] 10시요!
그때 시험나온다는거 사진찍으신분!!! 갑자기 지우셔서 못찍어서요ㅠㅠ"
739,2017-04-25 13:47:16,0,"ㅡ익명제보ㅡ

간호학과 동아리 cgfns 추가 모집 안하나요?? 너무 들어가고 싶어요ㅠㅠㅠ :] 신인아 :] 이거우리동아리인가..? :] 아쉽지만 올해는 마감됐어요ㅠㅠㅠ"
740,2017-04-25 13:46:50,0,"ㅡ익명제보ㅡ

 배양관에서 분실물 찾으려면 어디로 가야 하나여ㅜㅜ"
741,2017-04-25 13:46:29,1,"-익명제보-

어제 오후3시쯤에 긴웨이브머리에 흰색 후드집업에 청바지입은 여자분 되게 이쁘게 생기셧어요~!
혹시 남자친구 잇는지 궁금하네요 진짜 이쁘시고 좋은거같아요! :] 유이경 :] 유이경 이거 어제 넌데?? :] 이거 최소 김주영 :] 강하경 김명선 홍록현 시험기간에 쌩얼 클라스~~~ :] 저기요 아줌마! :] 저 아줌마아니고 아가씨거든요! :] 우리주영이 이쁘지 :] 쌩얼인데그정도~! :] 시험기간에 성수동 마스크 귀신 나온다는데 지하조심하세요 여러분~ :] 그거 서대전에 공식적으로 올려야되는거아냐??? :] 잡카페에 자주 출몰한다는데;; :] 오늘도있던거같던데 ......정신 사전평가도 안올렸다는 소문이 :] 진심 여기저기 물어보고다녘ㅋㅋㅋㅋㅋㅋ :] 조용히좀해 :] 나마우스없어졋어지금 :] 뱃살겹쳐진거 그거 펴봐 거기있던거 같던데 :] 진짜가만안둔닼ㅋㅋㅋㅋㅋㅋㅋㅋ"
742,2017-04-25 01:00:36,18,"ㅡ이승민님 제보ㅡ

안녕하세요 다름이아니라 학교앞에 레드포차라는데 제보좀 하려구용 오늘 가봤는데 사장님이 너무너무 친절하시구 서비스도 마니마니주셔서 혼자받기 아까워 전해드립니닼ㅋㅋㅋ
와우 일단 여긴 라면이 디짐 그리고 라면와오는 김치가 더디짐 ㅠㅠ 김치만으로 소주한병 클리어용 ㅋㅋㅋㅋㅋ
그리고 돼지껍데기 좋아하시는 분들은 무조건 ㄱ ㄱ
특히 말랑말랑하고 좋아하시는분들 ㅎㅎㅎ
여튼 요점은 가서 밥풀 부사장 타이틀대면 전설의 황도 서비스로 주신답니당 어서어서 술 들이부으세용 :] 김동훈 각? :] 맛있는거 알아서 사줘 :] 홍유빈 가 ! :] 정찬 심재호 너네가 갑자기 생각남 :] 김세민 계아란 돼지껍데기ㅜㅜ :] 야미 :] 이재희 김용배 김지호 
닭발 맛은 있엇는데 솔직히 친절하진 않으셨다 ㅇㅈ? :] 나해셤끝나구 조지장 :] 정원상 핵 :] ? :] 박은미 안먹냐 돼지? :] 아하 돼지깝데게? 응 안먹으메 :] 나보고 돼지라는쥴알고 :] 왜 안먹어? 하 :] 먹어 먹으라구!!!!!! :]  :] 오ㅑ 안먹오!!!!!!!!!!끄엉 :] 오도림 오지나 좋다 :] 술고프다 :] 나도 술 땡겨 :] 이예림 손지민 김현우 우리넷이 한잔 안함?ㅋ :] ㅋㅋㅋㅋㅋ ㅇㅈ 전설의 황도서비스 지려.. 닭발도 마싯던데 :] 닭발 개굴 :] 또가싶ㅎ :] 장혜주 맛대박에서 어제 술먹는데 자뀨 간판이 눈에들어오더라 ㄱ :] 어머낫,,껍데기라닛 ! :] 이예은 :] 김민정이수연이수민 :] 언제든 좋ㅇ타 ! :] 오늘 가자 그럼 :] ㅋㅋㅋㅋㅋ어제한바탕 먹더니 친해졌군 :] 여긴진짜 대박집 :] 다들 시험끝나고 조집시다 :] 박효원 :] 내자리 맡아놓고 :] 친절하시던데? 서비스도 주시고~"
743,2017-04-25 00:58:40,2,"ㅡ익명제보ㅡ

상봉동 굽자네 꼼장어에서 알바를구합니다
시간은 5시~12시이구요 시급은 6500부터~
날짜는 월~금입니다 
일 안힘들구 정말 좋은 알바인데 제가 개인적인
사정으로그만두게되어서요.. 원래는졸업때까지하려했는데 아쉽네요
진짜좋은알바인데 댓글달아주세요~ :] 용호이 :] 박세리노종우박도준 굽자 전알바생들이 그렇게 미녀들이라던데 사실? :] 미남도 포함이지;; :] 아이....참....... :] 그 말이 내가하고싶은... :] 평일이면 소현이 관두는거? :] 소현이 월~금했어??? 바뿌게살앗네... :] 걔 아니야 :] 안자는분 :] 나 :] 미녀들은 역시 일찍자는군 :] 미녀는 잠꾸러기긴하지... :] 출동 :] 미녀 일어나따-! :] 말투가 아저씨들이야ㅜㅜ :] 들은 빼줘ㅡㅡ :] 1절만하자 세리야 :] 페메봐주세용 :] 김정훈알바 ㄱ :] 상봉까지 가야해...? :] 바로옆이야..새꺄.. :] 할까 진짜로ㅡ :] ? :] 면목다음 상봉ㅇㅁ.. :] 평일인데... :] 하준석곰장어팔어 :] 박상현 (상현박) :] 헬스하기로 함.. ㄲㄲ :] 헬스장 알바? :] ㄴㄴㄴㄴ 욵동 ㅜㅜ :] ㅋㅋㅋㅋㅋㅋㅋㅋ 어디냐 설마 청진동해장국 맞은편 헬스장인가 :] ㄴㄴㄴ 한신아파트 ㅎㅎㅋ :] 우리 집 바로 앞이야 :] 개머네 :] 오게?ㅎ :] 언젠간 가겠지 :] 너무해 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 언제 한번 대통삼ㄱㄱ :] 좋이ㅏ"
744,2017-04-25 00:56:25,5,"ㅡ익명제보ㅡ

소공과 신x범 귀여워요 :] 신성범ㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 주작 하... :] 인정 :] ? :] 물음표만 놔두는거봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 보자마자 공부합시다 신승범입니다 문구가 떠올랐다"
745,2017-04-25 00:36:03,15,"ㅡ익명제보ㅡ

내일 시험인데도 불구하고 공부를 덜해서 밤새려고 도서관에 왔습니다. 시험기간동안 도서관 9층이 24시열람실이지만 학교를 3년째 다니는데도 도서관 엘베앞,후문 정문 가는길은 항상 깜깜하네요...무섭습니다..여자라서 무서운게 아닌건 학생분들도 다 아시겠져....? 건물 몇몇층은 잠긴채로 불이 켜져있지만 사람 다니는 길목은 불이 꺼져있는 이유는 뭔가요... 시험기간만이라도 24시 열람실 이용하는 학생들 안전과 마음의 위안(?)을 위해 가로등을 켜주셨으면 해서 글 올립니다..! 도서관 2층 엘베앞도요!!어디다가 말해야될지 몰라서 여기 올려요..ㅎ :] ? 무서울땐 신고 :] 학교에 돈이 없는... :] 용태훈나 이래서 도서관안가 :] 귀신나와~~~ :] 김자영 히익 내일 조시맹 :] 내가내일 귀신이랑 사진찍고 올게!! :] 학교측과 협의하여 최대한 빨리 조치해드리겠습니다. :] 임상민 사실 나도 무서웠는데 :] 여기 두명이 지켜드립니다 :] 전 제 시험 점수가 제일 무서운데... :] 정혜원우리만 생각한거 아니였음 존내 :] 무서워서울뻔.. :] 언니언눙와 :] 윤동영 ㅋㅋㅋㅋ뭐야이게 ㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅎㅎㅎㅎ 내사진 도용하지마라"
746,2017-04-24 22:38:40,3,"ㅡ익명제보ㅡ

오늘 도서관에서 밤새는사람 있나요? :] 왜요 :] 이상재 :] 이소연 인성무 정유철 이남석 부셔! :] 예? :] 으흠 :] 응학교안가 :] 어험 :] 전 집에서 샙니다 :] 몬스터 세캔 빨았어요 :] 하 니가 문준형이냐 통수치게 :] 가야지!!!!  맥주마시러가야지성준 :] 응 맥주는아니야 :] 스터디좀하자 :] 소연이좀 깨워누가 :] 이사만루킬꺼자나 :] ㄴㄴ안함나는 :] 너가깨워 로련이기절이야? :] 성준언제가는디 :] 왜여 김나영 김유리 :] 죽고싶다 :] 이형석 얘요 :] 네 맞아요 :] 왜 아무도 안깨워줘요 카톡으로만 깨우고맀어.. :] 다시주무셧는데 :] 푹자고공부하러가야지 :] 빨리와다들 :] 민주도불러 :] 시험까지 10시간이나 남았으니까 여유부려야겠다~ :] 으휴 :] 죽고싶다 :] 안종찬 김건우 너네냐 :] 도서관 2층 ㄱㄱ :] ㅋㅋㅋㅋㅋ 야 지금가는데 지히철 끊기면어케용 :] 상재 과탑이네 :] 빨리와 :] 쟈철 끊깅각인데 마중나와 역앞으로 :] 도서관이다 :] 맞장뜨던가 공부중? :] ㅇㅇ :] 오바야 같이해 :] ..! :] 아닠ㅋㅋㅋㅋㅋㅋ왜 물어보는지 궁금해섴ㅋㅋㅋㅋㅋㅋ :] 밤새는듕 :] 유재욱 미친짓이야 이건 :] 엘베앞에서조용히해주세요제발 :] ? :] ㄴㄴ 집에서 뒹구는중ㅋㅋㅋㅋㅋㅋ :] 아 ㄹㅇ궁금ㅎ섴ㅋㅋㅋㅋㅋㅋㅋ :] 로련이 어디니 언제오는거니  내목소리들리니?!??!! :] 아니에여 ㅠㅠ2학기때무터 열심히..! :] 재욱이가 될놈될 안될안이래 ㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋ"
747,2017-04-24 21:49:38,0,"ㅡ재현님 제보ㅡ

오늘 12시경에 02버스에서 환승안된 검은색모자쓴 여성분이뻐요~ :] 민선유?ㄱㅋㅋㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ어이~~!!학생 :] 민선유  어이 거기모자쓴학생 :] 하지마..?"
748,2017-04-24 21:49:12,0,"ㅡ이재환님 제보ㅡ

물건 잃어버린게 있어서요 ㅠㅠ 배양관 앞에서 잃어버린거같은데 보신분 있으시면 제보좀 해주세요 ㅠㅠㅠㅠ"
749,2017-04-24 21:02:56,16,"ㅡ익명제보ㅡ

지난주 목요일 오전 실험계획법 시험시간에 교수님이 돌아다니면서 감독 하시는데 뒤돌아계실때 시험지 답지들고 문열고 나갔다가 얼마뒤에 다시 시험지 들고 깜박한 척 시험지 내러 들어오는 거 다 봤습니다
누가 시험시간인데 시험지 내는거 까먹고 나가나요 ? 나가서 적고 들어왔는지는 모르는거지만 남들보다 나이 먹을만큼 먹었으면 양심개념 좀 탑재합시다 :] 박준석 준석아...옛날에도그러더니 버릇아직도 못고쳤니 :] 하지마 ㅅㅂ 나 잡혀가"
750,2017-04-24 20:02:13,0,"ㅡ익명제보ㅡ

16학번 일반휴학 상태인데 종합정보시스템에서 군휴학 전환 어떻게 하나요?? :] 지종훈"
751,2017-04-24 19:28:33,1,"ㅡ익명제보ㅡ

서일인성교육 최선주교수님12교시 몇시까지인가요...?시험시간"
752,2017-04-24 19:28:10,0,"ㅡ익명제보ㅡ

오늘 후문 정류장에 6시40분쯤
가죽바지 입으신분 되게화사했어요! 좋은하루 보내세요"
753,2017-04-24 18:35:35,13,"ㅡ익명제보ㅡ

안녕하세요 타학교 학생인데
4월 22일 새벽에 면목역 근처에서 맥북 프로 레티나를 분실했습니다.

택시로 이동하던중 두고 내린것 같은데 혹여나 서일대생 분들중 목격하시거나 
습득하신 분이 있을까해서 서대전에 글남겨요ㅠㅠ

졸전 준비 중인데 미처 백업 못한 파일이 많아요
정말 정말 소중한 노트북이라 도움주시면 꼭 사례하겠습니다

맥프로 레티나 15인치 2013년형 early 고급형 이고
초록잎 일러스트가 그려진 파우치안에 들어있어요
로지텍 무선마우스 유에스비가 꽂혀있고 투명 키스킨을 씌워놓은 상태이며 상판에 찍힘 좀 있어요 

관련된 정보를 들으신 분이나 습득하신 분은 
010 5126 1940으로 연락 꼭 부탁드릴게요 사례도꼭 해드리겠습니당..ㅠㅠ  감사합니다. :] 남이 진짜 맥북의 소중함을 알기에 내가 다 마음이 찢어진다.. :] 와.. 상상도 할 수 없다"
754,2017-04-24 18:35:19,2,"ㅡ익명제보ㅡ

공릉역 에스컬레이터에서 서일대 다니냐고 물어 보셨던 남자분 왜 물어보셨었는지 궁금해요 ? :] 제 친구가 학교에서우연히 한번보구 면목역에서도 보구 마침 같이내리시길래 고민하다 말건거래요ㅎㅎ"
755,2017-04-24 18:34:49,0,"ㅡ익명제보ㅡ

배양관 309호에서 임희준님 지갑 주웠어요~ 
학생지원처에 가져다드렸어요!!!"
756,2017-04-24 17:06:45,0,"ㅡ익명제보ㅡ

진로설계상담 송성화 교수님 이번주 3,4교시 몇시까지가며 시험 보는지 궁금해서요ㅠ :] 11시까지오셔야되구 중간고사는안보신데요~"
757,2017-04-24 15:57:51,5,"ㅡ익명제보ㅡ

카드를 잃어버려서 제보해요ㅠㅠㅠ현대카드 회색에 이름 석경순 입니다 주우신분있으면 댓글 남겨주세요ㅠ :] 뎨발 듀세용 :]  :] 아진짜 제발 :] 01071055202 :] 여기로 연락주세요 :]  :] 유경 얘주세여ㅠ :] 아까도 못찾아서 시무룩하던 표정이 아직도 생생하군.. :] 우울하니깐 말걸지마..."
758,2017-04-24 15:49:47,2,"ㅡ익명제보ㅡ

안녕하세요. 도서관 7층 보육교사 교육원 학생입니다. 다름이 아니라 주말동안에 702호 강의실 외부인 출입금지 인데도 불구하고 물건이 없어졌습니다.
담요와 방석입니다. 주인 있는 물건 이니 돌려주세요."
759,2017-04-24 13:54:39,0,"ㅡ익명제보ㅡ

허영자 교수님 시험 어떻게나오나요 :] 중간고사는 그냥 허현자 교수님이 말씀하신 ncs사이트에서 교재 다운 받아서 거기 연습문제 그대로 나와요 :] 허현자가 아니라 허영이네 ㅇㅅㅇ :] 객관식문제가 주로 나왔던걸로 기억합니다 교재만 달달보셔도 점수는 어렵지않게 따요!"
760,2017-04-24 13:54:07,0,"ㅡ권지은님 제보ㅡ

도서관건물 5층이나 3층에서 라이언파우치 주우신분 있나요ㅠㅠㅠ 안에 화장품 들어있는데 제발 주우신분 연락주세요ㅠㅠㅠ"
761,2017-04-24 13:50:42,0,"ㅡ익명제보ㅡ

저기 혹시 내신산출기가 학교홈페이지에 잇다고 하셧는데 고등학교내신산출기는 없는거같은데여ㅜㅜㅜ어디가야잇나요?? :] 원하시는 대학입학처홈페이지에 접속하셔서 모집요강을 참고하시거나 아니면 진학사,유웨이어플라이등의 대학입시홈페이지에 접속하시면 내신산출이 가능하십니다"
762,2017-04-24 13:38:47,2,"ㅡ김광일님 제보ㅡ

학교 정문 언덕쪽에서 주웠어요  이 카드잃어버리신분 연락주세요
010 8987 8323 권영규 :] ㅇ? :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ벙호 뿌리고 다니시네 :] 꺄핳핳"
763,2017-04-24 13:36:43,3,"ㅡ익명제보ㅡ

호천관 5층 야외 테이블 있는 곳에 떡하니 금연 표시 붙어있는데 거기서 담배피우는 거 무슨 심보인지 모르겠네요 제발 담배 여기서 피우지 말아주세요"
764,2017-04-24 13:36:22,6,"ㅡ익명제보ㅡ

어제 밤에 도서관에서 공부하시구 오늘 할매순대국집에서 점심드신 파란체크셔츠분 여자친구있나요?
성함이랑 과를모르게써요
키엄청 크시구 잘생기셨어요!! :] 지훈 너ㅎ아ㅎ니ㅎ냐ㅎ... :] 유경 너아님? :] 엥?나네? :] ㅋㅋㅋㅋㅋ :] 진우 키 엄청 크다는데 나아니야? :] 180이 큰거야? :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ건축허언괔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 이희창 ?파란체크 :] 우리 과에 내 안티가있는게 분명해 :] 인혁준 너야? :] 역시 맞네 개나리보러안가세여? :] 신현지 ㅌㅋㅋ아 :] 밤부터 점심까지 어뜨케알지 소오름??? :] ??? :] 이희창 오빠네^^! :] 난 초록색 ^^ :] 아련 :] 그만들해 ㅡㅡ :] ㅋㅋㅋㅋㅋ또 형이야? 대단.. :] ㅜㅜ :] 캬 잘생기면 좋네 :] 나도 좋아 :] 임진석 이친구 같은데 페메 해보세용 ~ :] 아 저는어제 송대관에서 공부하고
오늘 민국이집에서 밥먹었는데요.. :] 김판철"
765,2017-04-24 12:30:42,1,"ㅡ총학생회 제보ㅡ

안녕하세요 총학생회에서 카드를 주웠습니다 잃어버리신분은 지덕관2층 총학생회실로 오셔서 수령해가세요"
766,2017-04-24 12:25:16,19,"ㅡ익명제보ㅡ

카페먼스에서 아는사람만 먹는다는
비밀메뉴!! 쿠엔크플랫치노에 1000원 추가하면 휘핑크림 대신 아이스크림 올라가요ㅎ
다른매뉴도 1000원추가하면 아이스크림으로 휘핑크림대신 해주신다네요^^ :] 이젠 카페에도 히든메뉴가! :] 임정민 정말 격하게 맛있겠다 :] 이유나..."
767,2017-04-24 12:24:15,0,"ㅡ뮤토 제보ㅡ

뮤토에 가방놓고 가신분 찾아가세요~ :] 윤종훈"
768,2017-04-24 10:26:17,0,"ㅡ익명제보ㅡ

배양관에서 비닐봉투 안에 학생들 작품 들어있고 회의록 들어있는거 보신분 있으면 댓글좀 달아주세요 ㅜ"
769,2017-04-23 23:41:38,0,"ㅡ익명제보ㅡ

서일인성교육 나호열교수님 중간고사 시험지(과제) 하신분계신가요??? :] 채정호 :] 안했어요 :] 좋아요 :] 예 :] 오래걸릴거같던데.."
770,2017-04-23 23:27:01,4,"ㅡ익명제보ㅡ

안녕하세요 실용음악과 남자 3명입니다^3^ 
다음주 금요일
과팅하실 여성3분 댓글달아주시겟어요?? :] 강하경김주영.  ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋㅋ다달자 ㅋㅋㅋ ㅋ ㅋ ㅋ :] 문수진 :] 니네 제정신이냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ^^ 수줍 :] 김단비문예림전재연 우리학교에 실용음악이있었니? :] 강단비 :] ,,,,,,,,,,,,몰라,,,있었냐? :] 아니 왜그러는데ㅠ 나는 행복해 :] 너 도 .. :] 혀.. :] 나행복해 :] ㄴ... :] 그러던가 :] 야 근데 :] 엥 있냐,,? :] 나만모르는거이ㅛ냐? :] 뭘몰라? :] 조재연 우리재연이도 :] 재연이 과팅나가야지 :] 준비되잇지?? :] 김인서 헐랭 :] 김태림 실용음악과?뭐지 ㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ음..? :] 나 실용음악과 리코더8단인디?? :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 우리과자마 :] 난단소9단이다 :] 정숙희 우리학겨에 실음과가있어..? :] 엥 실음과가어ㄷㅅ오.. 어그로한번 오지게끌려고햇나봐 :] 박성현 최윤혜 이송이 잘가...우리성현이 요즘 외로워하더라 :] 우리 귀야미 ㅎㅎ :] 저희 나가여 :] 이지수이희선?"
771,2017-04-23 22:48:56,6,"ㅡ익명제보ㅡ

건축과 3학년입니다!!
중간거사끝나구 4대4로 날씨좋은날 과팅 반팅하실 여성분들 찾아요~ 나이 학번 과 상관없어요~~~ 하실 의향 있으신분들 댓글 달아주세요~ :] 김단비문예림전재연 ? :] ㅋㅋㅋㅋㅋ빠바밤 치카치카치카! :] 호우 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오우~! :] 구윤경 손지민 김현우 ㄱ? :] 다수결의 원칙을 따르겠습니다~ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 강하경김주영강단비 ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋㅋ :] 문수진 :] 가자~~~~ :] 어머 :] 휴학생 받아준대? :] 모른척해줘야지 :] 술먹고 우는애는 안받아준대 :] 므ㅓ야 나포함이야? :] 응 안가~ :] 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 껴줘도 난리;ㅠ :] 당연한거아냐? :] 조재연 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 아쫌 ㅌㅋㅋㅋ :] 나왜ㅠㅠㅠㅠ 나이런거....못해....근데언제라고? :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아너무웃뎤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 재연이 그날 롯데경기잇으면 못가ㅠ :] 개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 아웃기지말라고 나 공부할거라고ㅠ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠ :] 야구>>>과팅 넘사벽이지 :] 나너무웃뎌 즐거워 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다 미친것같애 :] 시험전날은 이게정상인데ㅠㅠㅠ :] 윤경ㅇㅣ 잡아줄 왕자님 구해요ㅠ :] 왕자님어디갔냐 :] 내가공준데; :] 그래 너 공준대 재연이가 야구공 :] 노잼 :] 공주워오는애 :] 헐...??♀? :] 핵노잼 :] 내새끼 손가락 하나면 너네 다 쓰러져. :] 쿵푸판다 너무많이본듯 :] 저거 코팔라고 안자른거 :] 윤경이 귀도 파 :] 코는 노우스! :] 귀는 이얼스! :] 응코딱지 :] 나 과롭힞지마 :] 서동주 자제해 제발 :] ? 나아닌데 친구야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 화석은 조용히 다니자 제발!! :] 아니 화석은맞는데 나아니라니까 이새기얔ㅋㅋㅋㅋ :] ㅎㅎㅎㅎㅎ :] 안상민 너네냐?ㅋㅋㅋ 딱 인원수랑 학년도 같네 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 아... 학년은 틀리구나...ㅋㅋㅋ 잠시 착각했어 누구도 의심도 갔고 :] 누구누구 :] 누구누구 보단 딱 한명 너도 생각날꺼야 :] 누구냐... 모르겠는데..ㅋㅋㅋㅋ :] 건영이정도면 가능하지 않았을까? :] 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋ너도 딱 스쳐지나가듯이 생각했지?ㅋㅋㅋ :] 자제좀해라 친한 친구야... :] 뭔소리들입니까 나아닙니다.. :] 공부나해라 ㅎㅎㅎ :] 김성령 김수진 고보민 이거 사실 제보 내가했어 나 여자 좋아하거든은 무슨 지원이오빠 예상합니다 :] 손지원응원한다 :] 오바야 :] 응원한다 링구 :] 혼난다 :] 진짜 아닌댕.. :] 이해해~ :] 4대4 고고??"
772,2017-04-23 22:48:46,2,"ㅡ익명제보ㅡ

자동차과 1학년이신분들
섀시 시험범위가 어디까지인지 아시는 분 계신가요
과대도 모르고 반애들도 모르고
답이없네요;;"
773,2017-04-23 22:47:43,0,"ㅡ익명제보ㅡ

서일대 내신산출기 없나요??ㅠㅠㅠ같은재단인 고등학교3학년인데요 저희학교내신하고 서일대 내신하고 다를거같아서요ㅠㅠ학교성적은 좋은데 대학교성적은 또 다를수가 있자나요ㅠㅠㅠ으앙 도와주세요 :] 학교 홈페이지가면 있습니다! :] 각 대학교마다 고등학교 내신산출하는 방식이 조금씩다릅니다.  따라서 입학을 원하는 대학교입학처 홈페이지에 접속하시면 고등학교내신 성적 산출이 가능하십니다"
774,2017-04-23 20:45:17,0,"ㅡ익명제보ㅡ

이거 중간기말 둘 중 하나만 성적 F떠도 무조건 재수강인가요?? :]  :] 중간기말합산으로 성적이나오는데.."
